#Parameters = {R=7.6; penetration=150}
#"Z / mm"	"e_Z (Z)"
#------------------
-80.500000000000	-3946440.7500000
-80.400000000000	-3949007.7500000
-80.300000000000	-3951559.5000000
-80.200000000000	-3954097.2500000
-80.100000000000	-3956619.5000000
-80.000000000000	-3959132.2500000
-79.900000000000	-3961633.2500000
-79.800000000000	-3964118.2500000
-79.700000000000	-3966591.2500000
-79.600000000000	-3969052.0000000
-79.500000000000	-3971500.7500000
-79.400000000000	-3973937.5000000
-79.300000000000	-3976362.2500000
-79.200000000000	-3978775.0000000
-79.100000000000	-3981175.2500000
-79.000000000000	-3983563.5000000
-78.900000000000	-3985940.0000000
-78.800000000000	-3988302.7500000
-78.700000000000	-3990655.0000000
-78.600000000000	-3992994.2500000
-78.500000000000	-3995322.5000000
-78.400000000000	-3997638.2500000
-78.300000000000	-3999941.2500000
-78.200000000000	-4002232.2500000
-78.100000000000	-4004511.5000000
-78.000000000000	-4006781.7500000
-77.900000000000	-4009041.0000000
-77.800000000000	-4011287.5000000
-77.700000000000	-4013522.7500000
-77.600000000000	-4015747.0000000
-77.500000000000	-4017960.7500000
-77.400000000000	-4020162.7500000
-77.300000000000	-4022353.7500000
-77.200000000000	-4024533.7500000
-77.100000000000	-4026703.2500000
